,Size,Connector Mismatch,Connector Heterogeneity,Token split,Control flow complexity,Separability,Average connector degree,Maximum connector degree,Sequentiality,Coefficient of network connectivity,Density,Number of duplicate tasks,Number of empty sequence flows
"(pdc2025_02000100.xes,Inductive miner)",68,0,0.7424875695421236,4,42,0.9705882352941176,5.684210526315789,26,0.9607843137254902,1.5,0.05167173252279635,14,0
"(pdc2025_01110000.xes,Inductive miner)",54,1,0.7871265862012691,2,37,0.9259259259259259,5.411764705882353,13,0.975609756097561,1.5185185185185186,0.07008547008547009,10,0
"(pdc2025_02001100.xes,Inductive miner)",74,0,0.6665783579949205,4,46,0.9459459459459459,5.130434782608695,26,0.9636363636363636,1.4864864864864864,0.04688832054560955,18,0
"(pdc2025_00010011.xes,Inductive miner)",100,0,0.4394969869215134,8,48,0.98,3.5,8,1.0,1.32,0.027093596059113302,41,0
"(pdc2025_10001011.xes,Inductive miner)",143,1,0.48791799258948587,12,67,0.986013986013986,3.3333333333333335,8,1.0,1.3006993006993006,0.018518518518518517,60,0
"(pdc2025_10011110.xes,Inductive miner)",66,0,0.6051865766334206,3,35,0.9696969696969697,3.7037037037037037,11,1.0,1.3333333333333333,0.042926829268292686,25,0
"(pdc2025_11000000.xes,Inductive miner)",57,0,0.863120568566631,3,38,0.9649122807017544,6.571428571428571,26,0.9545454545454546,1.543859649122807,0.06707317073170732,8,0
"(pdc2025_02010111.xes,Inductive miner)",52,0,0.5916727785823275,2,38,1.0,6.571428571428571,21,1.0,1.6153846153846154,0.0875,10,0
"(pdc2025_12011100.xes,Inductive miner)",65,0,0.7219280948873623,3,41,0.9384615384615385,5.1,22,0.9583333333333334,1.476923076923077,0.05333333333333334,15,0
"(pdc2025_12001010.xes,Inductive miner)",56,0,0.6193821946787638,2,44,1.0,7.846153846153846,24,1.0,1.6785714285714286,0.09494949494949495,8,0
"(pdc2025_10010011.xes,Inductive miner)",71,0,0.7871265862012691,5,39,0.971830985915493,3.5294117647058822,11,1.0,1.352112676056338,0.03986710963455149,26,0
"(pdc2025_11010010.xes,Inductive miner)",50,0,0.6840384356390417,1,38,0.96,7.636363636363637,19,1.0,1.6,0.09324009324009325,10,0
"(pdc2025_01000010.xes,Inductive miner)",40,0,0.0,0,36,1.0,18.0,27,1.0,1.8,0.25,3,0
"(pdc2025_02011100.xes,Inductive miner)",197,1,0.39741041036992475,18,89,0.9796954314720813,3.3707865168539324,13,0.9844961240310077,1.3096446700507614,0.013513513513513514,81,0
"(pdc2025_10000011.xes,Inductive miner)",100,1,0.5830194167347008,7,50,0.98,3.627906976744186,12,1.0,1.34,0.027916666666666666,39,0
"(pdc2025_12000000.xes,Inductive miner)",67,0,0.8112781244591328,3,46,0.9701492537313433,6.75,29,0.9615384615384616,1.5522388059701493,0.05895691609977324,12,0
"(pdc2025_00100010.xes,Inductive miner)",96,1,0.5266170655714281,5,48,1.0,3.5238095238095237,11,1.0,1.3333333333333333,0.029317453046266605,38,0
"(pdc2025_00010000.xes,Inductive miner)",36,0,0.7219280948873623,1,9,0.9444444444444444,3.0,3,0.725,1.1111111111111112,0.06191950464396285,2,0
"(pdc2025_11100100.xes,Inductive miner)",83,0,0.7871265862012691,6,47,0.9518072289156626,4.0,15,0.9827586206896551,1.3975903614457832,0.03598014888337469,22,0
"(pdc2025_10001100.xes,Inductive miner)",55,0,0.4689955935892812,3,19,0.9272727272727272,3.1,5,0.8484848484848485,1.2,0.044,11,0
"(pdc2025_10101010.xes,Inductive miner)",126,0,0.5787946246321198,9,61,1.0,3.3793103448275863,8,1.0,1.3174603174603174,0.02156964656964657,53,0
"(pdc2025_02010011.xes,Inductive miner)",54,0,0.6840384356390417,1,42,0.962962962962963,8.363636363636363,25,1.0,1.6296296296296295,0.09302325581395349,10,0
"(pdc2025_00010111.xes,Inductive miner)",138,0,0.3411538931451762,13,62,0.9855072463768116,3.365079365079365,14,1.0,1.3043478260869565,0.01916116670215031,61,0
"(pdc2025_11100110.xes,Inductive miner)",46,0,0.6840384356390417,1,36,1.0,7.454545454545454,23,1.0,1.6521739130434783,0.11411411411411411,7,0
"(pdc2025_11110000.xes,Inductive miner)",72,0,0.74959525725948,4,44,0.9444444444444444,4.214285714285714,8,0.9803921568627451,1.4166666666666667,0.04340425531914894,18,0
"(pdc2025_10010000.xes,Inductive miner)",36,0,0.7219280948873623,1,9,0.9444444444444444,3.0,3,0.725,1.1111111111111112,0.06191950464396285,2,0
"(pdc2025_10000110.xes,Inductive miner)",100,1,0.6152538910563409,8,48,0.98,3.4347826086956523,8,1.0,1.32,0.027093596059113302,39,0
"(pdc2025_11100011.xes,Inductive miner)",54,0,0.6840384356390417,1,42,0.962962962962963,8.363636363636363,26,1.0,1.6296296296296295,0.09302325581395349,10,0
"(pdc2025_11011000.xes,Inductive miner)",50,0,0.6840384356390417,2,35,0.92,7.090909090909091,23,0.9487179487179487,1.56,0.08108108108108109,8,0
"(pdc2025_00011011.xes,Inductive miner)",99,0,0.44648134689680297,7,48,0.9797979797979798,3.488372093023256,8,1.0,1.3131313131313131,0.027333894028595457,41,0
"(pdc2025_12100111.xes,Inductive miner)",40,0,0.0,0,36,1.0,18.0,28,1.0,1.8,0.25,3,0
"(pdc2025_01000110.xes,Inductive miner)",143,3,0.5746356978376794,12,69,1.0,3.484848484848485,11,1.0,1.3426573426573427,0.01937046004842615,54,0
"(pdc2025_10011100.xes,Inductive miner)",41,0,0.5916727785823275,2,13,0.9024390243902439,3.0,4,0.7708333333333334,1.170731707317073,0.05741626794258373,6,0
"(pdc2025_01101111.xes,Inductive miner)",39,0,0.0,0,34,1.0,13.6,22,1.0,1.7435897435897436,0.2,4,0
"(pdc2025_00101100.xes,Inductive miner)",69,0,0.362051251733998,4,39,0.9710144927536232,3.586206896551724,6,1.0,1.3333333333333333,0.04056437389770723,23,0
"(pdc2025_01111110.xes,Inductive miner)",34,0,0.0,0,30,1.0,15.0,18,1.0,1.7647058823529411,0.25,3,0
"(pdc2025_12000010.xes,Inductive miner)",44,0,0.0,0,40,1.0,20.0,32,1.0,1.8181818181818181,0.25,3,0
"(pdc2025_11110110.xes,Inductive miner)",34,0,0.0,0,30,1.0,15.0,19,1.0,1.7647058823529411,0.25,3,0
"(pdc2025_12010011.xes,Inductive miner)",40,0,0.0,0,36,1.0,18.0,27,1.0,1.8,0.25,3,0
"(pdc2025_12111110.xes,Inductive miner)",48,0,0.6500224216483541,1,37,1.0,7.0,18,1.0,1.625,0.10263157894736842,8,0
"(pdc2025_11010100.xes,Inductive miner)",62,0,0.7424875695421236,4,36,0.967741935483871,5.052631578947368,19,0.9555555555555556,1.4516129032258065,0.05226480836236934,14,0
"(pdc2025_12001000.xes,Inductive miner)",110,0,0.876716288999464,9,64,0.9636363636363636,3.6296296296296298,15,0.974025974025974,1.4,0.02696078431372549,31,0
"(pdc2025_10101111.xes,Inductive miner)",79,1,0.6997722217733069,4,43,1.0,3.3513513513513513,5,1.0,1.3164556962025316,0.03494623655913978,29,0
"(pdc2025_10111000.xes,Inductive miner)",44,1,0.5225593745369408,1,16,0.9090909090909091,2.9411764705882355,4,0.8461538461538461,1.1818181818181819,0.05473684210526316,8,0
"(pdc2025_02111011.xes,Inductive miner)",40,0,0.0,0,36,1.0,18.0,24,1.0,1.8,0.25,3,0
"(pdc2025_12100000.xes,Inductive miner)",90,0,0.7871265862012691,5,56,0.9555555555555556,4.411764705882353,15,0.9846153846153847,1.4444444444444444,0.03611111111111111,23,0
"(pdc2025_02111000.xes,Inductive miner)",55,0,0.5916727785823275,1,43,0.9636363636363636,6.714285714285714,16,1.0,1.6,0.08527131782945736,10,0
"(pdc2025_01110010.xes,Inductive miner)",36,0,0.0,0,32,1.0,16.0,19,1.0,1.7777777777777777,0.25,3,0
"(pdc2025_01011111.xes,Inductive miner)",66,1,0.7024665512903903,2,44,0.9696969696969697,5.142857142857143,16,1.0,1.4848484848484849,0.054871220604703244,20,0
"(pdc2025_01001000.xes,Inductive miner)",54,0,0.6840384356390417,2,39,0.9259259259259259,7.818181818181818,28,0.9534883720930233,1.5925925925925926,0.08067542213883677,8,0
"(pdc2025_01101011.xes,Inductive miner)",40,0,0.0,0,36,1.0,18.0,25,1.0,1.8,0.25,3,0
"(pdc2025_01001100.xes,Inductive miner)",87,0,0.5547781633412736,6,49,0.9540229885057472,4.387096774193548,21,0.967741935483871,1.4252873563218391,0.03571428571428571,26,0
"(pdc2025_02111111.xes,Inductive miner)",93,1,0.6500224216483541,5,56,1.0,4.277777777777778,20,1.0,1.4408602150537635,0.03485952133194589,32,0
"(pdc2025_01101110.xes,Inductive miner)",39,0,0.0,0,34,1.0,13.6,22,1.0,1.7435897435897436,0.2,4,0
"(pdc2025_10001000.xes,Inductive miner)",44,0,0.5916727785823275,1,13,0.9090909090909091,2.857142857142857,3,0.76,1.1363636363636365,0.052083333333333336,3,0
"(pdc2025_12011011.xes,Inductive miner)",61,1,0.5916727785823275,1,45,0.9672131147540983,7.142857142857143,21,1.0,1.5737704918032787,0.0729483282674772,14,0
"(pdc2025_01010010.xes,Inductive miner)",36,0,0.0,0,32,1.0,16.0,21,1.0,1.7777777777777777,0.25,3,0
"(pdc2025_10000010.xes,Inductive miner)",100,1,0.5830194167347008,7,50,0.98,3.627906976744186,12,1.0,1.34,0.027916666666666666,39,0
"(pdc2025_01100011.xes,Inductive miner)",54,0,0.6840384356390417,1,42,0.962962962962963,8.363636363636363,27,1.0,1.6296296296296295,0.09302325581395349,10,0
"(pdc2025_10011111.xes,Inductive miner)",66,0,0.6051865766334206,3,35,0.9696969696969697,3.7037037037037037,11,1.0,1.3333333333333333,0.042926829268292686,25,0
"(pdc2025_11010110.xes,Inductive miner)",48,0,0.6840384356390417,1,36,0.9583333333333334,7.2727272727272725,22,1.0,1.5833333333333333,0.09336609336609336,10,0
"(pdc2025_00101111.xes,Inductive miner)",163,0,0.18312206830137276,16,72,0.9877300613496932,3.4444444444444446,18,1.0,1.312883435582822,0.016330891330891332,72,0
"(pdc2025_12110000.xes,Inductive miner)",99,3,0.6593758812786992,6,56,0.9595959595959596,3.8536585365853657,8,0.9852941176470589,1.3737373737373737,0.02964254577157803,29,0
"(pdc2025_12011010.xes,Inductive miner)",61,1,0.5916727785823275,1,45,0.9672131147540983,7.142857142857143,21,1.0,1.5737704918032787,0.0729483282674772,14,0
"(pdc2025_00001011.xes,Inductive miner)",94,2,0.5916727785823275,7,47,0.9787234042553191,3.5714285714285716,11,1.0,1.3404255319148937,0.029605263157894735,35,0
"(pdc2025_11100010.xes,Inductive miner)",54,0,0.6840384356390417,1,42,0.962962962962963,8.363636363636363,26,1.0,1.6296296296296295,0.09302325581395349,10,0
"(pdc2025_02110100.xes,Inductive miner)",43,0,0.0,0,34,0.9069767441860466,11.333333333333334,25,0.9714285714285714,1.627906976744186,0.125,5,0
"(pdc2025_02110010.xes,Inductive miner)",40,0,0.0,0,36,1.0,18.0,24,1.0,1.8,0.25,3,0
"(pdc2025_02111110.xes,Inductive miner)",93,1,0.6500224216483541,5,56,1.0,4.277777777777778,20,1.0,1.4408602150537635,0.03485952133194589,32,0
"(pdc2025_12101010.xes,Inductive miner)",46,0,0.0,0,41,1.0,16.4,26,1.0,1.7826086956521738,0.2,4,0
"(pdc2025_01010100.xes,Inductive miner)",156,0,0.512709142030877,13,71,0.9871794871794872,3.342857142857143,6,0.9801980198019802,1.294871794871795,0.016878342245989306,61,0
"(pdc2025_11010111.xes,Inductive miner)",48,0,0.6840384356390417,1,36,0.9583333333333334,7.2727272727272725,22,1.0,1.5833333333333333,0.09336609336609336,10,0
"(pdc2025_02110011.xes,Inductive miner)",40,0,0.0,0,36,1.0,18.0,24,1.0,1.8,0.25,3,0
"(pdc2025_12010111.xes,Inductive miner)",75,0,0.4262286569981449,4,48,0.9733333333333334,5.304347826086956,15,1.0,1.4933333333333334,0.046822742474916385,22,0
"(pdc2025_10001111.xes,Inductive miner)",70,0,0.5787946246321198,5,38,0.9714285714285714,3.8620689655172415,12,1.0,1.3714285714285714,0.041343669250646,24,0
"(pdc2025_11110111.xes,Inductive miner)",34,0,0.0,0,30,1.0,15.0,19,1.0,1.7647058823529411,0.25,3,0
"(pdc2025_01110100.xes,Inductive miner)",40,0,0.0,0,31,0.9,10.333333333333334,22,0.96875,1.6,0.125,5,0
"(pdc2025_02101110.xes,Inductive miner)",55,1,0.6500224216483541,1,43,1.0,7.833333333333333,18,1.0,1.6363636363636365,0.09297520661157024,11,0
"(pdc2025_01000100.xes,Inductive miner)",73,0,0.6665783579949205,5,42,0.9726027397260274,4.956521739130435,22,0.9622641509433962,1.452054794520548,0.04416666666666667,18,0
"(pdc2025_10101100.xes,Inductive miner)",63,0,0.5916727785823275,4,26,0.9365079365079365,3.0714285714285716,5,0.8974358974358975,1.2380952380952381,0.03979591836734694,16,0
"(pdc2025_01010110.xes,Inductive miner)",56,0,0.5665095065529053,2,39,0.9642857142857143,6.133333333333334,19,1.0,1.5357142857142858,0.06991869918699187,14,0
"(pdc2025_10100111.xes,Inductive miner)",153,0,0.19143325481419343,16,68,0.9869281045751634,3.4705882352941178,18,1.0,1.3202614379084967,0.017474048442906575,66,0
"(pdc2025_12010100.xes,Inductive miner)",65,0,0.7424875695421236,4,39,0.9692307692307692,5.368421052631579,22,0.9583333333333334,1.476923076923077,0.05194805194805195,14,0
"(pdc2025_12101011.xes,Inductive miner)",46,0,0.0,0,41,1.0,16.4,26,1.0,1.7826086956521738,0.2,4,0
"(pdc2025_12101111.xes,Inductive miner)",165,6,0.6816559115981192,15,82,1.0,3.325301204819277,11,1.0,1.3333333333333333,0.016541353383458645,62,0
"(pdc2025_01010011.xes,Inductive miner)",36,0,0.0,0,32,1.0,16.0,21,1.0,1.7777777777777777,0.25,3,0
"(pdc2025_11110100.xes,Inductive miner)",66,0,0.863120568566631,4,40,0.9393939393939394,4.071428571428571,14,0.9787234042553191,1.4242424242424243,0.047522750252780584,16,0
"(pdc2025_10100011.xes,Inductive miner)",61,0,0.4262286569981449,4,36,1.0,4.3478260869565215,9,1.0,1.4426229508196722,0.05238095238095238,19,0
"(pdc2025_01110110.xes,Inductive miner)",56,0,0.5665095065529053,2,39,0.9642857142857143,6.133333333333334,19,1.0,1.5357142857142858,0.06991869918699187,14,0
"(pdc2025_02110000.xes,Inductive miner)",46,0,0.0,0,37,0.9130434782608696,12.333333333333334,28,0.9736842105263158,1.6521739130434783,0.125,5,0
"(pdc2025_01100010.xes,Inductive miner)",54,0,0.6840384356390417,1,42,0.962962962962963,8.363636363636363,27,1.0,1.6296296296296295,0.09302325581395349,10,0
"(pdc2025_01001011.xes,Inductive miner)",54,0,0.6840384356390417,1,42,0.962962962962963,8.363636363636363,25,1.0,1.6296296296296295,0.09302325581395349,10,0
"(pdc2025_02011000.xes,Inductive miner)",54,0,0.6840384356390417,2,39,0.9259259259259259,7.818181818181818,27,0.9534883720930233,1.5925925925925926,0.08067542213883677,8,0
"(pdc2025_01001010.xes,Inductive miner)",54,0,0.6840384356390417,1,42,0.962962962962963,8.363636363636363,25,1.0,1.6296296296296295,0.09302325581395349,10,0
"(pdc2025_01110111.xes,Inductive miner)",56,0,0.5665095065529053,2,39,0.9642857142857143,6.133333333333334,19,1.0,1.5357142857142858,0.06991869918699187,14,0
"(pdc2025_00011100.xes,Inductive miner)",41,0,0.5916727785823275,2,13,0.9024390243902439,3.0,4,0.7708333333333334,1.170731707317073,0.05741626794258373,6,0
"(pdc2025_02100110.xes,Inductive miner)",54,0,0.6840384356390417,1,42,0.962962962962963,8.363636363636363,22,1.0,1.6296296296296295,0.09302325581395349,10,0
"(pdc2025_02100011.xes,Inductive miner)",44,0,0.0,0,40,1.0,20.0,27,1.0,1.8181818181818181,0.25,3,0
"(pdc2025_10011011.xes,Inductive miner)",91,1,0.6593758812786992,4,45,0.978021978021978,3.3658536585365852,8,1.0,1.2967032967032968,0.0297979797979798,38,0
"(pdc2025_02010000.xes,Inductive miner)",50,0,0.8112781244591328,2,36,0.96,9.75,26,0.95,1.6,0.08771929824561403,5,0
"(pdc2025_00010100.xes,Inductive miner)",35,0,0.7219280948873623,2,9,0.9428571428571428,3.2,4,0.725,1.1428571428571428,0.06535947712418301,2,0
"(pdc2025_12000111.xes,Inductive miner)",55,0,0.5916727785823275,2,41,1.0,7.0,28,1.0,1.6363636363636365,0.0872093023255814,10,0
"(pdc2025_12110010.xes,Inductive miner)",68,0,0.863120568566631,4,47,1.0,4.571428571428571,13,1.0,1.5294117647058822,0.05416666666666667,15,0
"(pdc2025_02001110.xes,Inductive miner)",69,0,0.7024665512903903,3,47,0.9710144927536232,5.619047619047619,24,1.0,1.536231884057971,0.05578947368421053,17,0
"(pdc2025_11100111.xes,Inductive miner)",46,0,0.6840384356390417,1,36,1.0,7.454545454545454,23,1.0,1.6521739130434783,0.11411411411411411,7,0
"(pdc2025_11000111.xes,Inductive miner)",66,0,0.7024665512903903,3,44,0.9696969696969697,5.333333333333333,20,1.0,1.5151515151515151,0.055991041433370664,17,0
"(pdc2025_00100011.xes,Inductive miner)",96,1,0.5266170655714281,5,48,1.0,3.5238095238095237,11,1.0,1.3333333333333333,0.029317453046266605,38,0
"(pdc2025_12001110.xes,Inductive miner)",55,0,0.5916727785823275,2,41,1.0,7.0,26,1.0,1.6363636363636365,0.0872093023255814,10,0
"(pdc2025_11001010.xes,Inductive miner)",40,0,0.0,0,36,1.0,18.0,24,1.0,1.8,0.25,3,0
"(pdc2025_02001111.xes,Inductive miner)",69,0,0.7024665512903903,3,47,0.9710144927536232,5.619047619047619,24,1.0,1.536231884057971,0.05578947368421053,17,0
"(pdc2025_00101010.xes,Inductive miner)",101,3,0.5665095065529053,6,52,1.0,3.466666666666667,6,1.0,1.3267326732673268,0.02745901639344262,40,0
"(pdc2025_10111111.xes,Inductive miner)",136,0,0.21084230031853213,13,60,0.9852941176470589,3.433333333333333,15,1.0,1.3088235294117647,0.019517543859649124,60,0
"(pdc2025_10010010.xes,Inductive miner)",71,0,0.7871265862012691,5,39,0.971830985915493,3.5294117647058822,11,1.0,1.352112676056338,0.03986710963455149,26,0
"(pdc2025_11010000.xes,Inductive miner)",44,0,0.863120568566631,2,31,0.9545454545454546,9.714285714285714,23,0.9428571428571428,1.5909090909090908,0.09641873278236915,4,0
"(pdc2025_11111100.xes,Inductive miner)",42,0,0.0,0,34,0.9523809523809523,8.5,22,1.0,1.619047619047619,0.125,7,0
"(pdc2025_10111100.xes,Inductive miner)",48,1,0.7024665512903903,2,19,0.9166666666666666,2.9523809523809526,4,0.8620689655172413,1.2083333333333333,0.05114638447971781,11,0
"(pdc2025_10101011.xes,Inductive miner)",126,0,0.5787946246321198,9,61,1.0,3.3793103448275863,8,1.0,1.3174603174603174,0.02156964656964657,53,0
"(pdc2025_11101010.xes,Inductive miner)",40,0,0.0,0,36,1.0,18.0,23,1.0,1.8,0.25,3,0
"(pdc2025_02100000.xes,Inductive miner)",96,2,0.7219280948873623,6,57,0.9583333333333334,4.05,12,0.9852941176470589,1.4166666666666667,0.03225806451612903,25,0
"(pdc2025_02001011.xes,Inductive miner)",46,0,0.0,0,41,0.9782608695652174,16.4,29,1.0,1.7826086956521738,0.2,4,0
"(pdc2025_11101000.xes,Inductive miner)",109,0,0.8497511372532974,9,67,0.981651376146789,3.4827586206896552,8,1.0,1.3944954128440368,0.02700781805259417,34,0
"(pdc2025_12100011.xes,Inductive miner)",46,0,0.0,0,41,1.0,16.4,28,1.0,1.7826086956521738,0.2,4,0
"(pdc2025_02011010.xes,Inductive miner)",40,0,0.0,0,36,1.0,18.0,26,1.0,1.8,0.25,3,0
"(pdc2025_00110100.xes,Inductive miner)",42,1,0.7871265862012691,2,15,0.9523809523809523,3.0588235294117645,4,0.84,1.1904761904761905,0.057208237986270026,7,0
"(pdc2025_11110011.xes,Inductive miner)",38,0,0.0,0,33,1.0,13.2,21,1.0,1.736842105263158,0.2,4,0
"(pdc2025_12101000.xes,Inductive miner)",117,3,0.7642045065086203,9,66,0.9829059829059829,3.6666666666666665,10,1.0,1.3846153846153846,0.025,35,0
"(pdc2025_11111111.xes,Inductive miner)",46,0,0.6193821946787638,2,34,1.0,6.3076923076923075,13,1.0,1.608695652173913,0.09610389610389611,8,0
"(pdc2025_00110111.xes,Inductive miner)",133,0,0.21357981533827733,13,59,0.9849624060150376,3.4237288135593222,15,1.0,1.3082706766917294,0.019926706367384334,58,0
"(pdc2025_12100110.xes,Inductive miner)",40,0,0.0,0,36,1.0,18.0,28,1.0,1.8,0.25,3,0
"(pdc2025_00100100.xes,Inductive miner)",57,0,0.4394969869215134,4,21,0.9649122807017544,3.272727272727273,6,0.8857142857142857,1.2280701754385965,0.043424317617866005,12,0
"(pdc2025_11000010.xes,Inductive miner)",54,0,0.6840384356390417,1,42,0.962962962962963,8.363636363636363,28,1.0,1.6296296296296295,0.09302325581395349,10,0
"(pdc2025_02011011.xes,Inductive miner)",40,0,0.0,0,36,1.0,18.0,26,1.0,1.8,0.25,3,0
"(pdc2025_10000111.xes,Inductive miner)",100,1,0.6152538910563409,8,48,0.98,3.4347826086956523,8,1.0,1.32,0.027093596059113302,39,0
"(pdc2025_11110010.xes,Inductive miner)",38,0,0.0,0,33,1.0,13.2,21,1.0,1.736842105263158,0.2,4,0
"(pdc2025_00111110.xes,Inductive miner)",138,0,0.208180945557171,13,61,0.9855072463768116,3.4098360655737703,15,1.0,1.3043478260869565,0.01916116670215031,61,0
"(pdc2025_01011100.xes,Inductive miner)",60,0,0.7424875695421236,3,37,0.9333333333333333,4.947368421052632,20,0.9545454545454546,1.4666666666666666,0.05648267008985879,14,0
"(pdc2025_02000010.xes,Inductive miner)",44,0,0.0,0,40,1.0,20.0,34,1.0,1.8181818181818181,0.25,3,0
"(pdc2025_11111110.xes,Inductive miner)",46,0,0.6193821946787638,2,34,1.0,6.3076923076923075,13,1.0,1.608695652173913,0.09610389610389611,8,0
"(pdc2025_10010110.xes,Inductive miner)",133,0,0.21357981533827733,13,59,0.9849624060150376,3.4237288135593222,15,1.0,1.3082706766917294,0.019926706367384334,58,0
"(pdc2025_12101100.xes,Inductive miner)",120,1,0.8395304981054318,11,69,0.9833333333333333,3.3134328358208953,6,1.0,1.3666666666666667,0.02356999137683242,38,0
"(pdc2025_01101100.xes,Inductive miner)",52,0,0.5916727785823275,1,40,0.9615384615384616,6.285714285714286,14,1.0,1.5769230769230769,0.08541666666666667,10,0
"(pdc2025_10000000.xes,Inductive miner)",38,0,0.7219280948873623,1,9,0.9473684210526316,3.0,3,0.7142857142857143,1.105263157894737,0.058333333333333334,0,0
"(pdc2025_02111100.xes,Inductive miner)",43,0,0.0,0,36,0.9534883720930233,10.285714285714286,26,1.0,1.6744186046511629,0.14285714285714285,6,0
"(pdc2025_12000011.xes,Inductive miner)",44,0,0.0,0,40,1.0,20.0,32,1.0,1.8181818181818181,0.25,3,0
